seeded,season,NC,SC,NWC,target
0,2,0.4900000095367432,0.550000011920929,0.5099999904632568,0.3899999856948853
1,2,3.2699999809265137,2.6800000667572017,3.5999999046325684,2.5299999713897705
1,2,1.3300000429153442,0.4300000071525574,2.1800000667572017,0.8100000023841858
0,2,0.25,0.4600000083446503,0.8899999856948853,0.3899999856948853
0,3,0.6899999976158142,0.4900000095367432,0.6899999976158142,0.8600000143051147
1,3,2.1199998855590816,0.9499999880790708,1.820000052452088,2.1600000858306885
1,2,1.4500000476837158,1.4700000286102295,2.200000047683716,1.7000000476837158
0,2,2.1300001144409184,1.1299999952316284,2.3299999237060547,1.2200000286102295
0,2,0.0199999995529651,0.0799999982118606,0.239999994635582,0.0700000002980232
1,2,0.3600000143051147,0.8700000047683716,0.5699999928474426,0.4900000095367432
1,2,0.7200000286102295,0.9900000095367432,0.9800000190734864,0.7099999785423279
0,2,1.0199999809265137,1.8899999856948853,2.470000028610229,1.6699999570846558
1,3,0.1800000071525573,1.4199999570846558,0.7099999785423279,0.7300000190734863
0,3,1.830000042915344,1.820000052452088,3.109999895095825,1.7899999618530271
1,3,0.0799999982118606,0.4000000059604645,0.5699999928474426,0.1899999976158142
0,3,0.0,0.0399999991059303,0.0399999991059303,0.0
0,3,0.8299999833106995,0.3799999952316284,0.699999988079071,0.4399999976158142
1,3,0.0099999997764825,0.4399999976158142,0.6600000262260437,0.3100000023841858
0,3,2.650000095367432,0.8500000238418579,1.4800000190734863,0.959999978542328
1,3,1.2699999809265137,1.3899999856948853,1.2000000476837158,1.0399999618530271
0,0,0.0099999997764825,0.2300000041723251,0.1000000014901161,0.050000000745058
1,0,0.3499999940395355,0.75,0.2000000029802322,0.0399999991059303
0,0,1.7999999523162842,1.6200000047683716,3.0199999809265137,1.830000042915344
1,0,4.440000057220459,1.0499999523162842,3.5899999141693115,2.240000009536743
0,0,2.8399999141693115,2.440000057220459,4.480000019073486,2.5
1,0,2.049999952316284,1.2999999523162842,4.0399999618530265,1.100000023841858
0,0,3.009999990463257,1.6599999666213991,4.559999942779541,1.830000042915344
1,0,2.5799999237060547,1.2100000381469729,3.950000047683716,1.4099999666213991
1,1,2.220000028610229,0.6100000143051147,2.6800000667572017,0.7400000095367432
0,1,0.0700000002980232,2.259999990463257,2.0799999237060547,1.0900000333786009
0,1,1.6200000047683716,1.1599999666213991,2.869999885559082,0.7900000214576721
1,1,4.340000152587892,3.289999961853028,6.4000000953674325,4.059999942779541
1,1,1.0299999713897705,0.5799999833106995,1.7699999809265137,0.4000000059604645
0,1,1.5,0.4099999964237213,2.559999942779541,0.7599999904632568
0,2,1.5199999809265137,1.6200000047683716,2.859999895095825,1.5299999713897705
1,2,0.3700000047683716,1.25,1.7400000095367432,0.5600000023841858
