oz1,oz2,oz3,oz4,oz5,oz6,oz7,oz8,oz9,oz10,target
0.8789507150650024,1.2396937608718872,-1.0705615282058716,-0.5945984125137329,-0.1433333158493042,1.7244906425476074,0.6708056926727295,0.5236077308654785,-0.2008752822875976,-1.4902000427246094,-1.3343762159347534
-0.449158251285553,-0.4656932651996612,0.959169864654541,1.315302491188049,0.7321832776069641,0.4002735018730163,0.943891942501068,0.1097888126969337,-1.1109510660171509,-1.3528926372528076,1.5018281936645508
-0.628159761428833,-0.9613893032073976,-0.2399357259273529,0.1920663118362426,0.8162635564804077,0.6530517935752869,1.0042885541915894,-0.7264447808265686,-0.5386046767234802,-0.3020798563957214,0.7738397121429443
1.3330727815628052,1.1136828660964966,0.323677659034729,-0.8191839456558228,0.2324154525995254,-1.6071637868881226,-1.0886883735656738,1.5359082221984863,-1.698509693145752,-0.1896839141845703,-1.4084490537643433
0.0490756779909133,-0.1718775629997253,-0.8742710947990417,-0.2164660543203354,0.4562967419624328,0.5468453764915466,0.3765361309051513,-1.359075903892517,0.2068728357553482,-0.3905621469020843,1.1382702589035034
-0.5806114673614502,-1.1089229583740234,-0.7328463196754456,-0.4335405230522156,1.3560584783554075,1.039333462715149,-0.4427854418754577,0.9859287738800048,-0.9240983724594116,1.685588836669922,0.581153929233551
-0.6767770648002625,-0.4409629702568054,0.7191493511199951,0.3453186452388763,1.3964272737503052,-0.0033881438430398,1.3929957151412964,-0.2460481226444244,0.7678947448730469,0.3531934022903442,0.7337657809257507
1.0461978912353516,1.7362748384475708,1.8554859161376955,0.0158950053155422,-1.6148415803909302,-1.5426983833312988,-0.4309562444686889,1.2497267723083496,0.9636195302009584,-1.475594162940979,-0.5040155649185181
-1.1316871643066406,-0.7354253530502319,-0.9932489395141602,-0.5239477157592773,0.1750720590353012,0.6044187545776367,-0.7198114395141602,0.2879236936569214,-0.3310675024986267,0.400661289691925,0.4576505422592163
-1.105583667755127,-0.4976509809494018,-0.7429775595664978,-0.5747265815734863,0.5644799470901489,-0.48231902718544,0.1717945635318756,0.0904016494750976,1.355172872543335,-0.5583639740943909,0.7073142528533936
0.0915402695536613,0.2020605355501175,-0.1143217384815216,-1.2389042377471924,-0.4679635763168335,1.0030659437179563,-0.897967517375946,-0.0340156443417072,0.2127551138401031,-0.1014357209205627,-0.3205059170722961
-1.194655179977417,-0.983732521533966,-1.0570168495178225,-1.2737760543823242,1.3440717458724976,-1.5834542512893677,0.6199989318847656,0.8906572461128235,-0.3876095116138458,-1.229556441307068,0.2558354437351227
1.5496207475662231,0.6228542923927307,0.9920725226402284,1.685460329055786,0.5164220929145813,0.9593703746795654,0.5168865919113159,1.6226016283035278,1.343262791633606,-0.8638468384742737,-1.2046407461166382
0.1684165596961975,0.0500121749937534,0.4017254710197449,0.4127551019191742,0.2163459807634353,-0.3956839144229889,1.379241943359375,-1.6966962814331057,-0.200650081038475,-0.7356382012367249,0.3931485116481781
