gen,MSE_train_median,MSE_train_p5,MSE_train_p10,MSE_train_p90,MSE_train_p95,MSE_test_median,MSE_test_p5,MSE_test_p10,MSE_test_p90,MSE_test_p95,nll_train_median,nll_train_p5,nll_train_p10,nll_train_p90,nll_train_p95,dl_median,dl_p5,dl_p10,dl_p90,dl_p95,func_compl_median,func_compl_p5,func_compl_p10,func_compl_p90,func_compl_p95,param_compl_median,param_compl_p5,param_compl_p10,param_compl_p90,param_compl_p95,size_median,size_p5,size_p10,size_p90,size_p95,avg_len_median,avg_len_p5,avg_len_p10,avg_len_p90,avg_len_p95
1,0.0001242475,0.00010781892,0.000108067296,0.0002272984,0.00022729843,0.00015258636,0.00010228559,0.000104955725,0.00016413178,0.00018574849,-3105.378,-3176.9275,-3175.7664,-2800.666,-2800.666,-3068.1216,-3149.8057,-3143.8464,-2795.331,-2795.331,12.542316,2.0794415,2.0794415,33.271065,39.55004,11.792673,3.2556248,3.2556248,16.684614,19.461653,7,3,3,15,18,6.052,5.71,5.756,6.322,6.432
2,0.00011334801,0.000107411695,0.00010781902,0.00020911591,0.00022729831,0.00015275164,0.00010205971,0.000105085586,0.00016412616,0.0001755458,-3151.6978,-3178.8364,-3176.927,-2842.7288,-2800.6663,-3127.903,-3154.1477,-3150.1687,-2817.1184,-2795.3313,12.875504,2.0794415,6.931472,29.11218,32.23619,12.013156,3.2556252,9.119568,17.359589,18.907356,8,3,5,14,15,5.428,4.934,5.046,5.848,5.96
3,0.00011315453,0.00010737129,0.00010780049,0.00015816659,0.00020911587,0.00015517008,0.00010205885,0.00010559879,0.00016412581,0.00016413271,-3152.5593,-3179.0264,-3177.0134,-2983.6052,-2842.7288,-3132.6418,-3156.7734,-3153.0015,-2939.5508,-2805.0493,12.542316,6.931472,6.931472,26.876392,32.23619,12.124793,9.044513,9.798487,15.959648,17.710714,7,5,5,13,15,4.738,4.094,4.21,5.34,5.472
4,0.000110691035,9.841344e-5,0.000107411695,0.00014603631,0.00020911587,0.00015712259,0.00010172494,0.000105598796,0.00016412581,0.00016414029,-3163.6643,-3222.9763,-3178.8364,-3023.861,-2842.7288,-3135.168,-3168.139,-3155.0933,-2995.6206,-2805.7795,12.542316,6.931472,6.931472,26.366695,35.155594,12.040997,6.991936,9.036537,14.431838,17.910278,7,5,5,13,16,3.92,3.21,3.294,4.58,4.94
5,0.00011069101,9.778641e-5,0.00010737139,0.00014603639,0.00020911587,0.00015519036,0.00010045833,0.000104392755,0.00016412581,0.00016413271,-3163.6643,-3226.2007,-3179.026,-3023.8608,-2842.7288,-3140.651,-3191.8813,-3158.9304,-2995.6206,-2821.903,11.266066,6.931472,6.931472,24.953299,32.23619,12.124479,6.101568,8.283373,16.280888,17.953873,7,5,5,12,15,2.866,2.27,2.328,3.618,3.776
6,0.000110691006,9.464419e-5,0.00010689201,0.00014603639,0.00020911587,0.0001542076,9.576566e-5,0.0001045381,0.0001641248,0.00016412538,-3163.6646,-3242.6785,-3181.2832,-3023.8608,-2842.7288,-3143.2573,-3201.2927,-3159.561,-3000.303,-2821.903,11.266066,6.931472,6.931472,27.03274,35.155594,11.882242,6.991936,8.283373,14.934738,17.910278,7,5,5,13,16,2.072,1.694,1.73,2.696,2.858
7,0.00011010547,9.04245e-5,0.000106892025,0.00014603639,0.00020911587,0.0001542076,9.576566e-5,0.00010448436,0.00016412478,0.00016412536,-3166.34,-3265.6882,-3181.2832,-3023.8608,-2842.7288,-3143.761,-3204.8474,-3159.561,-3000.303,-2821.903,11.266066,6.931472,6.931472,27.03274,35.155594,11.84162,6.671565,7.9034796,14.726248,18.906689,7,5,5,13,16,1.834,1.446,1.494,2.528,2.646
8,0.000108957254,9.04245e-5,0.000106892025,0.00014603639,0.00020911587,0.00015378653,9.576566e-5,0.00010307706,0.00016412478,0.00016412536,-3171.629,-3265.6882,-3181.2832,-3023.8608,-2842.7288,-3148.5657,-3204.8474,-3159.7231,-3000.3032,-2823.9526,11.266066,6.931472,6.931472,27.03274,35.155594,11.550489,3.2556252,6.671565,14.322932,17.910278,7,5,5,13,16,1.998,1.504,1.556,2.758,3.116
9,0.000108820765,8.917529e-5,9.200106e-5,0.00013489362,0.00020911587,0.00015258625,7.133839e-5,0.00010080682,0.00016412478,0.00016412538,-3172.2612,-3272.7063,-3256.968,-3063.9028,-2842.7288,-3151.4338,-3224.0796,-3196.497,-3032.1206,-2825.1394,11.266066,6.931472,6.931472,32.95837,39.55004,11.516138,3.2556248,3.2556252,16.298899,18.906689,7,5,5,16,18,2.306,1.702,1.794,3.346,3.642
10,0.00010882075,8.917529e-5,9.147737e-5,0.00013489355,0.00020911587,0.00015207354,8.71234e-5,0.00010172494,0.00016326293,0.00016412478,-3172.2615,-3272.7063,-3259.8477,-3063.903,-2842.7288,-3155.7441,-3229.057,-3218.2053,-3045.8875,-2825.1394,11.266066,6.931472,6.931472,31.134562,39.143948,10.26311,3.2556243,3.2556248,16.395945,18.906689,7,5,5,15,18,2.594,1.976,2.08,3.94,4.59
