gen,MSE_train_median,MSE_train_p5,MSE_train_p10,MSE_train_p90,MSE_train_p95,MSE_test_median,MSE_test_p5,MSE_test_p10,MSE_test_p90,MSE_test_p95,nll_train_median,nll_train_p5,nll_train_p10,nll_train_p90,nll_train_p95,dl_median,dl_p5,dl_p10,dl_p90,dl_p95,size_median,size_p5,size_p10,size_p90,size_p95
1,0.0013245562,0.001218632,0.0012232615,0.002034165,0.0022772206,0.0015859362,0.0014242392,0.0014637177,0.0024983175,0.0034871486,-435.7121,-445.29715,-444.86115,-386.3762,-373.39612,-402.07336,-429.95853,-427.90488,-359.84958,-341.0322,8,5,5,15,18
2,0.0012307172,0.0012118677,0.001219876,0.0017537482,0.0018992813,0.0014637526,0.0013864093,0.0014574924,0.002498006,0.0026502367,-444.16235,-445.93732,-445.17984,-403.43414,-394.2663,-419.25143,-429.96173,-427.90515,-383.4036,-373.02972,7,5,5,14,17
3,0.0012307168,0.001210318,0.0012167401,0.0015244236,0.0017537482,0.0014637532,0.0013864089,0.0014636988,0.0019069253,0.002498006,-444.16235,-446.0844,-445.47583,-419.55008,-403.43414,-422.0699,-429.99844,-427.9062,-391.28894,-386.408,7,5,5,12,17
4,0.0012307167,0.0012135489,0.0012198763,0.0015107486,0.001591088,0.0014637541,0.0014636938,0.0014637156,0.0017756589,0.0024980053,-444.16238,-445.7779,-445.1798,-420.58636,-414.62793,-423.5503,-429.99878,-429.9953,-400.29947,-390.66528,7,5,5,11,12
5,0.0012307167,0.0012135489,0.0012241855,0.001341359,0.0015600243,0.0014637526,0.0014373739,0.001463718,0.0016679445,0.0019069389,-444.16238,-445.7779,-444.7743,-434.26242,-416.89526,-425.13232,-429.99908,-429.99875,-402.20145,-399.37183,6,5,5,11,13
6,0.0012307166,0.0012135489,0.0012241855,0.0012473075,0.0014272046,0.0014637533,0.0014373739,0.0014637168,0.0016365849,0.0017756504,-444.1624,-445.7779,-444.7743,-442.62244,-427.1285,-425.58057,-429.99908,-429.99896,-414.31244,-401.41614,6,5,5,10,12
7,0.0012307166,0.0012135489,0.0012167402,0.0012330443,0.0014272046,0.0014637532,0.0014636873,0.0014637331,0.001640111,0.0019069375,-444.1624,-445.7779,-445.47583,-443.9451,-427.1285,-425.66437,-429.99908,-429.99896,-416.7532,-406.6706,6,5,5,9,10
8,0.0012307166,0.0012135495,0.0012241862,0.0012307175,0.0012842856,0.0014637528,0.0014637153,0.0014637216,0.0016051185,0.0019069379,-444.1624,-445.77783,-444.77423,-444.16232,-439.2627,-427.905,-429.99908,-429.99902,-421.30728,-419.25143,5,5,5,8,9
9,0.0012307166,0.0012167396,0.0012269688,0.0012307175,0.0012307182,0.0014637528,0.0014637153,0.001463742,0.0014683254,0.0019069379,-444.1624,-445.47586,-444.51306,-444.16232,-444.16223,-427.90518,-429.99908,-429.99908,-422.04205,-419.44595,5,5,5,8,12
10,0.0012307166,0.0012167396,0.0012307152,0.0012307175,0.0012307182,0.0014637521,0.0014637128,0.0014637364,0.0014637812,0.0017756595,-444.1624,-445.47586,-444.16254,-444.16232,-444.16223,-427.90558,-429.99908,-429.99908,-422.04205,-420.24677,5,5,5,8,9
