gen,MSE_train_median,MSE_train_p5,MSE_train_p10,MSE_train_p90,MSE_train_p95,MSE_test_median,MSE_test_p5,MSE_test_p10,MSE_test_p90,MSE_test_p95,nll_train_median,nll_train_p5,nll_train_p10,nll_train_p90,nll_train_p95,dl_median,dl_p5,dl_p10,dl_p90,dl_p95,size_median,size_p5,size_p10,size_p90,size_p95
1,0.00011429084,9.26732e-5,9.288901e-5,0.00017211196,0.00019337347,0.0001407516,0.00011520651,0.000115210976,0.00015240941,0.0001661025,-3147.5186,-3253.2954,-3252.122,-2940.9766,-2882.2134,-3125.3906,-3228.2688,-3223.4375,-2901.58,-2876.8784,9,3,5,14,16
2,9.767441e-5,9.240026e-5,9.281368e-5,0.00012637382,0.0001697772,0.00014075178,0.000115209106,0.00011599254,0.0001514896,0.00017326674,-3226.7788,-3254.7837,-3252.5312,-3096.8174,-2947.8677,-3193.9895,-3229.599,-3225.9082,-3067.625,-2924.8435,8,5,5,15,17
3,9.7483586e-5,8.8740424e-5,9.259357e-5,0.00012202358,0.00013059408,0.00014075029,0.00011502181,0.000117037234,0.00014923429,0.00016141725,-3227.7656,-3275.1726,-3253.7292,-3114.49,-3080.2446,-3202.5332,-3232.997,-3228.2688,-3086.585,-3043.2656,8,5,5,14,16
4,9.551874e-5,8.874041e-5,9.24792e-5,0.00011560432,0.00012634377,0.00014075029,0.000115211784,0.000117037234,0.00014923408,0.00015159894,-3238.0378,-3275.1726,-3254.3528,-3141.7537,-3096.9373,-3209.28,-3232.997,-3229.9136,-3116.0662,-3067.8926,8,5,5,15,17
5,9.551869e-5,7.7339624e-5,9.247345e-5,0.000115086375,0.00012423385,0.00014040021,0.00011459503,0.00011665211,0.00014923405,0.00015160073,-3238.038,-3344.546,-3254.3843,-3144.019,-3105.4333,-3214.767,-3317.3257,-3232.9973,-3123.4824,-3086.585,7,5,5,14,16
6,9.551867e-5,7.391979e-5,8.579142e-5,0.00011507078,0.00012081954,0.00014040021,9.8373035e-5,0.000115211784,0.00014923397,0.0001492341,-3238.038,-3367.3625,-3292.223,-3144.0874,-3119.4927,-3217.3552,-3335.7046,-3249.6448,-3124.0657,-3093.2717,7,5,5,13,17
7,9.4380855e-5,6.6245484e-5,7.391979e-5,0.000115086325,0.00012081954,0.00013763426,7.905001e-5,9.837311e-5,0.00014831108,0.00014923408,-3244.084,-3422.6624,-3367.3625,-3144.019,-3119.4927,-3219.0269,-3382.3625,-3337.9226,-3124.7898,-3093.7317,7,5,5,14,19
8,9.4022005e-5,6.464458e-5,7.087877e-5,0.000115086325,0.00012082092,0.00013406559,7.905001e-5,8.334039e-5,0.00014761683,0.00014923408,-3246.0056,-3435.004,-3388.5562,-3144.019,-3119.487,-3224.4321,-3389.699,-3343.0159,-3125.3909,-3093.7317,7,5,5,15,19
9,9.4022e-5,6.3790845e-5,6.840547e-5,0.00011508632,0.00012070476,0.0001333814,7.803269e-5,8.211182e-5,0.00014761683,0.00014923408,-3246.0056,-3441.711,-3406.475,-3144.019,-3119.9724,-3228.4514,-3389.699,-3370.7896,-3125.3909,-3095.4495,8,5,5,16,18
10,9.351325e-5,6.224807e-5,6.525942e-5,0.00011508632,0.00012070476,0.00013317722,7.1547525e-5,8.050588e-5,0.0001475925,0.00014923405,-3248.7432,-3454.062,-3430.2285,-3144.019,-3119.9724,-3229.5994,-3424.0518,-3387.7915,-3127.6702,-3095.4502,8,5,5,16,18
